I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
49472,9799,110862,52737,-98488,-112738,Spoofed
49473,9800,110863,52738,-98487,-112737,Spoofed
49474,9801,110864,52739,-98486,-112736,Spoofed
49475,9802,110865,52740,-98485,-112735,Spoofed
49476,9803,110866,52741,-98484,-112734,Spoofed
49477,9804,110867,52742,-98483,-112733,Spoofed
49478,9805,110868,52743,-98482,-112732,Spoofed
49479,9806,110869,52744,-98481,-112731,Spoofed
49480,9807,110870,52745,-98480,-112730,Spoofed
49481,9808,110871,52746,-98479,-112729,Spoofed
49482,9809,110872,52747,-98478,-112728,Spoofed
49483,9810,110873,52748,-98477,-112727,Spoofed
49484,9811,110874,52749,-98476,-112726,Spoofed
49485,9812,110875,52750,-98475,-112725,Spoofed
49486,9813,110876,52751,-98474,-112724,Spoofed
49487,9814,110877,52752,-98473,-112723,Spoofed
49488,9815,110878,52753,-98472,-112722,Spoofed
49489,9816,110879,52754,-98471,-112721,Spoofed
49490,9817,110880,52755,-98470,-112720,Spoofed
49491,9818,110881,52756,-98469,-112719,Spoofed
49492,9819,110882,52757,-98468,-112718,Spoofed
49493,9820,110883,52758,-98467,-112717,Spoofed
49494,9821,110884,52759,-98466,-112716,Spoofed
49495,9822,110885,52760,-98465,-112715,Spoofed
49496,9823,110886,52761,-98464,-112714,Spoofed
49497,9824,110887,52762,-98463,-112713,Spoofed
49498,9825,110888,52763,-98462,-112712,Spoofed
49499,9826,110889,52764,-98461,-112711,Spoofed
49500,9827,110890,52765,-98460,-112710,Spoofed
49501,9828,110891,52766,-98459,-112709,Spoofed
49502,9829,110892,52767,-98458,-112708,Spoofed
49503,9830,110893,52768,-98457,-112707,Spoofed
49504,9831,110894,52769,-98456,-112706,Spoofed
49505,9832,110895,52770,-98455,-112705,Spoofed
49506,9833,110896,52771,-98454,-112704,Spoofed
49507,9834,110897,52772,-98453,-112703,Spoofed
49508,9835,110898,52773,-98452,-112702,Spoofed
49509,9836,110899,52774,-98451,-112701,Spoofed
49510,9837,110900,52775,-98450,-112700,Spoofed
49511,9838,110901,52776,-98449,-112699,Spoofed
49512,9839,110902,52777,-98448,-112698,Spoofed
49513,9840,110903,52778,-98447,-112697,Spoofed
49514,9841,110904,52779,-98446,-112696,Spoofed
49515,9842,110905,52780,-98445,-112695,Spoofed
49516,9843,110906,52781,-98444,-112694,Spoofed
49517,9844,110907,52782,-98443,-112693,Spoofed
49518,9845,110908,52783,-98442,-112692,Spoofed
49519,9846,110909,52784,-98441,-112691,Spoofed
49520,9847,110910,52785,-98440,-112690,Spoofed
49521,9848,110911,52786,-98439,-112689,Spoofed
49522,9849,110912,52787,-98438,-112688,Spoofed
49523,9850,110913,52788,-98437,-112687,Spoofed
49524,9851,110914,52789,-98436,-112686,Spoofed
49525,9852,110915,52790,-98435,-112685,Spoofed
49526,9853,110916,52791,-98434,-112684,Spoofed
49527,9854,110917,52792,-98433,-112683,Spoofed
49528,9855,110918,52793,-98432,-112682,Spoofed
49529,9856,110919,52794,-98431,-112681,Spoofed
49530,9857,110920,52795,-98430,-112680,Spoofed
49531,9858,110921,52796,-98429,-112679,Spoofed
49532,9859,110922,52797,-98428,-112678,Spoofed
49533,9860,110923,52798,-98427,-112677,Spoofed
49534,9861,110924,52799,-98426,-112676,Spoofed
49535,9862,110925,52800,-98425,-112675,Spoofed
49536,9863,110926,52801,-98424,-112674,Spoofed
49537,9864,110927,52802,-98423,-112673,Spoofed
49538,9865,110928,52803,-98422,-112672,Spoofed
49539,9866,110929,52804,-98421,-112671,Spoofed
49540,9867,110930,52805,-98420,-112670,Spoofed
49541,9868,110931,52806,-98419,-112669,Spoofed
49542,9869,110932,52807,-98418,-112668,Spoofed
49543,9870,110933,52808,-98417,-112667,Spoofed
49544,9871,110934,52809,-98416,-112666,Spoofed
49545,9872,110935,52810,-98415,-112665,Spoofed
49546,9873,110936,52811,-98414,-112664,Spoofed
49547,9874,110937,52812,-98413,-112663,Spoofed
49548,9875,110938,52813,-98412,-112662,Spoofed
49549,9876,110939,52814,-98411,-112661,Spoofed
49550,9877,110940,52815,-98410,-112660,Spoofed
49551,9878,110941,52816,-98409,-112659,Spoofed
49552,9879,110942,52817,-98408,-112658,Spoofed
49553,9880,110943,52818,-98407,-112657,Spoofed
49554,9881,110944,52819,-98406,-112656,Spoofed
49555,9882,110945,52820,-98405,-112655,Spoofed
49556,9883,110946,52821,-98404,-112654,Spoofed
49557,9884,110947,52822,-98403,-112653,Spoofed
49558,9885,110948,52823,-98402,-112652,Spoofed
49559,9886,110949,52824,-98401,-112651,Spoofed
49560,9887,110950,52825,-98400,-112650,Spoofed
49561,9888,110951,52826,-98399,-112649,Spoofed
49562,9889,110952,52827,-98398,-112648,Spoofed
49563,9890,110953,52828,-98397,-112647,Spoofed
49564,9891,110954,52829,-98396,-112646,Spoofed
49565,9892,110955,52830,-98395,-112645,Spoofed
49566,9893,110956,52831,-98394,-112644,Spoofed
49567,9894,110957,52832,-98393,-112643,Spoofed
49568,9895,110958,52833,-98392,-112642,Spoofed
49569,9896,110959,52834,-98391,-112641,Spoofed
49570,9897,110960,52835,-98390,-112640,Spoofed
49571,9898,110961,52836,-98389,-112639,Spoofed
49572,9899,110962,52837,-98388,-112638,Spoofed
49573,9900,110963,52838,-98387,-112637,Spoofed
49574,9901,110964,52839,-98386,-112636,Spoofed
49575,9902,110965,52840,-98385,-112635,Spoofed
49576,9903,110966,52841,-98384,-112634,Spoofed
49577,9904,110967,52842,-98383,-112633,Spoofed
49578,9905,110968,52843,-98382,-112632,Spoofed
49579,9906,110969,52844,-98381,-112631,Spoofed
49580,9907,110970,52845,-98380,-112630,Spoofed
49581,9908,110971,52846,-98379,-112629,Spoofed
49582,9909,110972,52847,-98378,-112628,Spoofed
49583,9910,110973,52848,-98377,-112627,Spoofed
49584,9911,110974,52849,-98376,-112626,Spoofed
49585,9912,110975,52850,-98375,-112625,Spoofed
49586,9913,110976,52851,-98374,-112624,Spoofed
49587,9914,110977,52852,-98373,-112623,Spoofed
49588,9915,110978,52853,-98372,-112622,Spoofed
49589,9916,110979,52854,-98371,-112621,Spoofed
49590,9917,110980,52855,-98370,-112620,Spoofed
49591,9918,110981,52856,-98369,-112619,Spoofed
49592,9919,110982,52857,-98368,-112618,Spoofed
49593,9920,110983,52858,-98367,-112617,Spoofed
49594,9921,110984,52859,-98366,-112616,Spoofed
49595,9922,110985,52860,-98365,-112615,Spoofed
49596,9923,110986,52861,-98364,-112614,Spoofed
49597,9924,110987,52862,-98363,-112613,Spoofed
49598,9925,110988,52863,-98362,-112612,Spoofed
49599,9926,110989,52864,-98361,-112611,Spoofed
49600,9927,110990,52865,-98360,-112610,Spoofed
49601,9928,110991,52866,-98359,-112609,Spoofed
49602,9929,110992,52867,-98358,-112608,Spoofed
49603,9930,110993,52868,-98357,-112607,Spoofed
49604,9931,110994,52869,-98356,-112606,Spoofed
49605,9932,110995,52870,-98355,-112605,Spoofed
49606,9933,110996,52871,-98354,-112604,Spoofed
49607,9934,110997,52872,-98353,-112603,Spoofed
49608,9935,110998,52873,-98352,-112602,Spoofed
49609,9936,110999,52874,-98351,-112601,Spoofed
49610,9937,111000,52875,-98350,-112600,Spoofed
49611,9938,111001,52876,-98349,-112599,Spoofed
49612,9939,111002,52877,-98348,-112598,Spoofed
49613,9940,111003,52878,-98347,-112597,Spoofed
49614,9941,111004,52879,-98346,-112596,Spoofed
49615,9942,111005,52880,-98345,-112595,Spoofed
49616,9943,111006,52881,-98344,-112594,Spoofed
49617,9944,111007,52882,-98343,-112593,Spoofed
49618,9945,111008,52883,-98342,-112592,Spoofed
49619,9946,111009,52884,-98341,-112591,Spoofed
49620,9947,111010,52885,-98340,-112590,Spoofed
49621,9948,111011,52886,-98339,-112589,Spoofed
49622,9949,111012,52887,-98338,-112588,Spoofed
49623,9950,111013,52888,-98337,-112587,Spoofed
49624,9951,111014,52889,-98336,-112586,Spoofed
49625,9952,111015,52890,-98335,-112585,Spoofed
49626,9953,111016,52891,-98334,-112584,Spoofed
49627,9954,111017,52892,-98333,-112583,Spoofed
49628,9955,111018,52893,-98332,-112582,Spoofed
49629,9956,111019,52894,-98331,-112581,Spoofed
49630,9957,111020,52895,-98330,-112580,Spoofed
49631,9958,111021,52896,-98329,-112579,Spoofed
49632,9959,111022,52897,-98328,-112578,Spoofed
49633,9960,111023,52898,-98327,-112577,Spoofed
49634,9961,111024,52899,-98326,-112576,Spoofed
49635,9962,111025,52900,-98325,-112575,Spoofed
49636,9963,111026,52901,-98324,-112574,Spoofed
49637,9964,111027,52902,-98323,-112573,Spoofed
49638,9965,111028,52903,-98322,-112572,Spoofed
49639,9966,111029,52904,-98321,-112571,Spoofed
49640,9967,111030,52905,-98320,-112570,Spoofed
49641,9968,111031,52906,-98319,-112569,Spoofed
49642,9969,111032,52907,-98318,-112568,Spoofed
49643,9970,111033,52908,-98317,-112567,Spoofed
49644,9971,111034,52909,-98316,-112566,Spoofed
49645,9972,111035,52910,-98315,-112565,Spoofed
49646,9973,111036,52911,-98314,-112564,Spoofed
49647,9974,111037,52912,-98313,-112563,Spoofed
49648,9975,111038,52913,-98312,-112562,Spoofed
49649,9976,111039,52914,-98311,-112561,Spoofed
49650,9977,111040,52915,-98310,-112560,Spoofed
49651,9978,111041,52916,-98309,-112559,Spoofed
49652,9979,111042,52917,-98308,-112558,Spoofed
49653,9980,111043,52918,-98307,-112557,Spoofed
49654,9981,111044,52919,-98306,-112556,Spoofed
49655,9982,111045,52920,-98305,-112555,Spoofed
49656,9983,111046,52921,-98304,-112554,Spoofed
49657,9984,111047,52922,-98303,-112553,Spoofed
49658,9985,111048,52923,-98302,-112552,Spoofed
49659,9986,111049,52924,-98301,-112551,Spoofed
49660,9987,111050,52925,-98300,-112550,Spoofed
49661,9988,111051,52926,-98299,-112549,Spoofed
49662,9989,111052,52927,-98298,-112548,Spoofed
49663,9990,111053,52928,-98297,-112547,Spoofed
49664,9991,111054,52929,-98296,-112546,Spoofed
49665,9992,111055,52930,-98295,-112545,Spoofed
49666,9993,111056,52931,-98294,-112544,Spoofed
49667,9994,111057,52932,-98293,-112543,Spoofed
49668,9995,111058,52933,-98292,-112542,Spoofed
49669,9996,111059,52934,-98291,-112541,Spoofed
49670,9997,111060,52935,-98290,-112540,Spoofed
49671,9998,111061,52936,-98289,-112539,Spoofed
49672,9999,111062,52937,-98288,-112538,Spoofed
49673,10000,111063,52938,-98287,-112537,Spoofed
49674,10001,111064,52939,-98286,-112536,Spoofed
49675,10002,111065,52940,-98285,-112535,Spoofed
49676,10003,111066,52941,-98284,-112534,Spoofed
49677,10004,111067,52942,-98283,-112533,Spoofed
49678,10005,111068,52943,-98282,-112532,Spoofed
49679,10006,111069,52944,-98281,-112531,Spoofed
49680,10007,111070,52945,-98280,-112530,Spoofed
49681,10008,111071,52946,-98279,-112529,Spoofed
49682,10009,111072,52947,-98278,-112528,Spoofed
49683,10010,111073,52948,-98277,-112527,Spoofed
49684,10011,111074,52949,-98276,-112526,Spoofed
49685,10012,111075,52950,-98275,-112525,Spoofed
49686,10013,111076,52951,-98274,-112524,Spoofed
49687,10014,111077,52952,-98273,-112523,Spoofed
49688,10015,111078,52953,-98272,-112522,Spoofed
49689,10016,111079,52954,-98271,-112521,Spoofed
49690,10017,111080,52955,-98270,-112520,Spoofed
49691,10018,111081,52956,-98269,-112519,Spoofed
49692,10019,111082,52957,-98268,-112518,Spoofed
49693,10020,111083,52958,-98267,-112517,Spoofed
49694,10021,111084,52959,-98266,-112516,Spoofed
49695,10022,111085,52960,-98265,-112515,Spoofed
49696,10023,111086,52961,-98264,-112514,Spoofed
49697,10024,111087,52962,-98263,-112513,Spoofed
49698,10025,111088,52963,-98262,-112512,Spoofed
49699,10026,111089,52964,-98261,-112511,Spoofed
49700,10027,111090,52965,-98260,-112510,Spoofed
49701,10028,111091,52966,-98259,-112509,Spoofed
49702,10029,111092,52967,-98258,-112508,Spoofed
49703,10030,111093,52968,-98257,-112507,Spoofed
49704,10031,111094,52969,-98256,-112506,Spoofed
49705,10032,111095,52970,-98255,-112505,Spoofed
49706,10033,111096,52971,-98254,-112504,Spoofed
49707,10034,111097,52972,-98253,-112503,Spoofed
49708,10035,111098,52973,-98252,-112502,Spoofed
49709,10036,111099,52974,-98251,-112501,Spoofed
49710,10037,111100,52975,-98250,-112500,Spoofed
49711,10038,111101,52976,-98249,-112499,Spoofed
49712,10039,111102,52977,-98248,-112498,Spoofed
49713,10040,111103,52978,-98247,-112497,Spoofed
49714,10041,111104,52979,-98246,-112496,Spoofed
49715,10042,111105,52980,-98245,-112495,Spoofed
49716,10043,111106,52981,-98244,-112494,Spoofed
49717,10044,111107,52982,-98243,-112493,Spoofed
49718,10045,111108,52983,-98242,-112492,Spoofed
49719,10046,111109,52984,-98241,-112491,Spoofed
49720,10047,111110,52985,-98240,-112490,Spoofed
49721,10048,111111,52986,-98239,-112489,Spoofed
49722,10049,111112,52987,-98238,-112488,Spoofed
49723,10050,111113,52988,-98237,-112487,Spoofed
49724,10051,111114,52989,-98236,-112486,Spoofed
49725,10052,111115,52990,-98235,-112485,Spoofed
49726,10053,111116,52991,-98234,-112484,Spoofed
49727,10054,111117,52992,-98233,-112483,Spoofed
49728,10055,111118,52993,-98232,-112482,Spoofed
49729,10056,111119,52994,-98231,-112481,Spoofed
49730,10057,111120,52995,-98230,-112480,Spoofed
49731,10058,111121,52996,-98229,-112479,Spoofed
49732,10059,111122,52997,-98228,-112478,Spoofed
49733,10060,111123,52998,-98227,-112477,Spoofed
49734,10061,111124,52999,-98226,-112476,Spoofed
49735,10062,111125,53000,-98225,-112475,Spoofed
49736,10063,111126,53001,-98224,-112474,Spoofed
49737,10064,111127,53002,-98223,-112473,Spoofed
49738,10065,111128,53003,-98222,-112472,Spoofed
49739,10066,111129,53004,-98221,-112471,Spoofed
49740,10067,111130,53005,-98220,-112470,Spoofed
49741,10068,111131,53006,-98219,-112469,Spoofed
49742,10069,111132,53007,-98218,-112468,Spoofed
49743,10070,111133,53008,-98217,-112467,Spoofed
49744,10071,111134,53009,-98216,-112466,Spoofed
49745,10072,111135,53010,-98215,-112465,Spoofed
49746,10073,111136,53011,-98214,-112464,Spoofed
49747,10074,111137,53012,-98213,-112463,Spoofed
49748,10075,111138,53013,-98212,-112462,Spoofed
49749,10076,111139,53014,-98211,-112461,Spoofed
49750,10077,111140,53015,-98210,-112460,Spoofed
49751,10078,111141,53016,-98209,-112459,Spoofed
49752,10079,111142,53017,-98208,-112458,Spoofed
49753,10080,111143,53018,-98207,-112457,Spoofed
49754,10081,111144,53019,-98206,-112456,Spoofed
49755,10082,111145,53020,-98205,-112455,Spoofed
49756,10083,111146,53021,-98204,-112454,Spoofed
49757,10084,111147,53022,-98203,-112453,Spoofed
49758,10085,111148,53023,-98202,-112452,Spoofed
49759,10086,111149,53024,-98201,-112451,Spoofed
49760,10087,111150,53025,-98200,-112450,Spoofed
49761,10088,111151,53026,-98199,-112449,Spoofed
49762,10089,111152,53027,-98198,-112448,Spoofed
49763,10090,111153,53028,-98197,-112447,Spoofed
49764,10091,111154,53029,-98196,-112446,Spoofed
49765,10092,111155,53030,-98195,-112445,Spoofed
49766,10093,111156,53031,-98194,-112444,Spoofed
49767,10094,111157,53032,-98193,-112443,Spoofed
49768,10095,111158,53033,-98192,-112442,Spoofed
49769,10096,111159,53034,-98191,-112441,Spoofed
49770,10097,111160,53035,-98190,-112440,Spoofed
49771,10098,111161,53036,-98189,-112439,Spoofed
49772,10099,111162,53037,-98188,-112438,Spoofed
49773,10100,111163,53038,-98187,-112437,Spoofed
49774,10101,111164,53039,-98186,-112436,Spoofed
49775,10102,111165,53040,-98185,-112435,Spoofed
49776,10103,111166,53041,-98184,-112434,Spoofed
49777,10104,111167,53042,-98183,-112433,Spoofed
49778,10105,111168,53043,-98182,-112432,Spoofed
49779,10106,111169,53044,-98181,-112431,Spoofed
49780,10107,111170,53045,-98180,-112430,Spoofed
49781,10108,111171,53046,-98179,-112429,Spoofed
49782,10109,111172,53047,-98178,-112428,Spoofed
49783,10110,111173,53048,-98177,-112427,Spoofed
49784,10111,111174,53049,-98176,-112426,Spoofed
49785,10112,111175,53050,-98175,-112425,Spoofed
49786,10113,111176,53051,-98174,-112424,Spoofed
49787,10114,111177,53052,-98173,-112423,Spoofed
49788,10115,111178,53053,-98172,-112422,Spoofed
49789,10116,111179,53054,-98171,-112421,Spoofed
49790,10117,111180,53055,-98170,-112420,Spoofed
49791,10118,111181,53056,-98169,-112419,Spoofed
49792,10119,111182,53057,-98168,-112418,Spoofed
49793,10120,111183,53058,-98167,-112417,Spoofed
49794,10121,111184,53059,-98166,-112416,Spoofed
49795,10122,111185,53060,-98165,-112415,Spoofed
49796,10123,111186,53061,-98164,-112414,Spoofed
49797,10124,111187,53062,-98163,-112413,Spoofed
49798,10125,111188,53063,-98162,-112412,Spoofed
49799,10126,111189,53064,-98161,-112411,Spoofed
49800,10127,111190,53065,-98160,-112410,Spoofed
49801,10128,111191,53066,-98159,-112409,Spoofed
49802,10129,111192,53067,-98158,-112408,Spoofed
49803,10130,111193,53068,-98157,-112407,Spoofed
49804,10131,111194,53069,-98156,-112406,Spoofed
49805,10132,111195,53070,-98155,-112405,Spoofed
49806,10133,111196,53071,-98154,-112404,Spoofed
49807,10134,111197,53072,-98153,-112403,Spoofed
49808,10135,111198,53073,-98152,-112402,Spoofed
49809,10136,111199,53074,-98151,-112401,Spoofed
49810,10137,111200,53075,-98150,-112400,Spoofed
49811,10138,111201,53076,-98149,-112399,Spoofed
49812,10139,111202,53077,-98148,-112398,Spoofed
49813,10140,111203,53078,-98147,-112397,Spoofed
49814,10141,111204,53079,-98146,-112396,Spoofed
49815,10142,111205,53080,-98145,-112395,Spoofed
49816,10143,111206,53081,-98144,-112394,Spoofed
49817,10144,111207,53082,-98143,-112393,Spoofed
49818,10145,111208,53083,-98142,-112392,Spoofed
49819,10146,111209,53084,-98141,-112391,Spoofed
49820,10147,111210,53085,-98140,-112390,Spoofed
49821,10148,111211,53086,-98139,-112389,Spoofed
49822,10149,111212,53087,-98138,-112388,Spoofed
49823,10150,111213,53088,-98137,-112387,Spoofed
49824,10151,111214,53089,-98136,-112386,Spoofed
49825,10152,111215,53090,-98135,-112385,Spoofed
49826,10153,111216,53091,-98134,-112384,Spoofed
49827,10154,111217,53092,-98133,-112383,Spoofed
49828,10155,111218,53093,-98132,-112382,Spoofed
49829,10156,111219,53094,-98131,-112381,Spoofed
49830,10157,111220,53095,-98130,-112380,Spoofed
49831,10158,111221,53096,-98129,-112379,Spoofed
49832,10159,111222,53097,-98128,-112378,Spoofed
49833,10160,111223,53098,-98127,-112377,Spoofed
49834,10161,111224,53099,-98126,-112376,Spoofed
49835,10162,111225,53100,-98125,-112375,Spoofed
49836,10163,111226,53101,-98124,-112374,Spoofed
49837,10164,111227,53102,-98123,-112373,Spoofed
49838,10165,111228,53103,-98122,-112372,Spoofed
49839,10166,111229,53104,-98121,-112371,Spoofed
49840,10167,111230,53105,-98120,-112370,Spoofed
49841,10168,111231,53106,-98119,-112369,Spoofed
49842,10169,111232,53107,-98118,-112368,Spoofed
49843,10170,111233,53108,-98117,-112367,Spoofed
49844,10171,111234,53109,-98116,-112366,Spoofed
49845,10172,111235,53110,-98115,-112365,Spoofed
49846,10173,111236,53111,-98114,-112364,Spoofed
49847,10174,111237,53112,-98113,-112363,Spoofed
49848,10175,111238,53113,-98112,-112362,Spoofed
49849,10176,111239,53114,-98111,-112361,Spoofed
49850,10177,111240,53115,-98110,-112360,Spoofed
49851,10178,111241,53116,-98109,-112359,Spoofed
49852,10179,111242,53117,-98108,-112358,Spoofed
49853,10180,111243,53118,-98107,-112357,Spoofed
49854,10181,111244,53119,-98106,-112356,Spoofed
49855,10182,111245,53120,-98105,-112355,Spoofed
49856,10183,111246,53121,-98104,-112354,Spoofed
49857,10184,111247,53122,-98103,-112353,Spoofed
49858,10185,111248,53123,-98102,-112352,Spoofed
49859,10186,111249,53124,-98101,-112351,Spoofed
49860,10187,111250,53125,-98100,-112350,Spoofed
49861,10188,111251,53126,-98099,-112349,Spoofed
49862,10189,111252,53127,-98098,-112348,Spoofed
49863,10190,111253,53128,-98097,-112347,Spoofed
49864,10191,111254,53129,-98096,-112346,Spoofed
49865,10192,111255,53130,-98095,-112345,Spoofed
49866,10193,111256,53131,-98094,-112344,Spoofed
49867,10194,111257,53132,-98093,-112343,Spoofed
49868,10195,111258,53133,-98092,-112342,Spoofed
